"node","type"
"10633.LT_SV40",0
"10633.AGNO_SV40",0
"ULBP1",1
"RB1",1
"TP53",1
"ATM",1
"HPGDS",1
"BIRC5",1
"POU3F3",1
"BAG3",1
"RBL1",1
"HSPG2",1
"IL10",1
"POLI",1
"autophagosome assembly",6
"DNA damage checkpoint",6
"G1/S transition of mitotic cell cycle",6
"negative regulation of transcription by RNA polymerase II",6
"nuclear chromosome",6
"magnesium ion binding",6
"telomere maintenance",6
"double-strand break repair via homologous recombination",6
"DNA double-strand break processing",6
"DNA strand renaturation",6
"adenyl-nucleotide exchange factor activity",6
"chromosome, centromeric region",6
"condensed chromosome kinetochore",6
"chromosome, telomeric region",6
"nuclear chromosome, telomeric region",6
"chromatin",6
"nuclear chromatin",6
"RNA polymerase II cis-regulatory region sequence-specific DNA binding",6
"DNA-binding transcription factor activity, RNA polymerase II-specific",6
"cis-regulatory region sequence-specific DNA binding",6
"RNA polymerase II regulatory region DNA binding",6
"core promoter sequence-specific DNA binding",6
"RNA polymerase II transcription factor binding",6
"TFIID-class transcription factor complex binding",6
"RNA polymerase II activating transcription factor binding",6
"DNA-binding transcription activator activity, RNA polymerase II-specific",6
"retinoid metabolic process",6
"angiogenesis",6
"amyloid-beta binding",6
"ovarian follicle development",6
"response to hypoxia",6
"in utero embryonic development",6
"stress fiber",6
"somitogenesis",6
"negative regulation of cytokine production",6
"release of cytochrome c from mitochondria",6
"tissue homeostasis",6
"positive regulation of endothelial cell proliferation",6
"protease binding",6
"p53 binding",6
"response to molecule of bacterial origin",6
"hematopoietic progenitor cell differentiation",6
"T cell proliferation involved in immune response",6
"B cell lineage commitment",6
"pre-B cell allelic exclusion",6
"T cell lineage commitment",6
"immunoglobulin production",6
"negative regulation of cytokine secretion involved in immune response",6
"negative regulation of chronic inflammatory response to antigenic stimulus",6
"positive regulation of B cell apoptotic process",6
"response to ischemia",6
"aortic valve morphogenesis",6
"DNA binding",6
"chromatin binding",6
"damaged DNA binding",6
"DNA-binding transcription factor activity",6
"transcription coactivator activity",6
"mRNA 3'-UTR binding",6
"DNA-directed DNA polymerase activity",6
"glutathione transferase activity",6
"prostaglandin-D synthase activity",6
"protein serine/threonine kinase activity",6
"DNA-dependent protein kinase activity",6
"cytokine activity",6
"interleukin-10 receptor binding",6
"copper ion binding",6
"calcium ion binding",6
"protein binding",6
"ATP binding",6
"extracellular region",6
"basement membrane",6
"extracellular space",6
"intracellular",6
"cell",6
"nucleus",6
"nucleoplasm",6
"replication fork",6
"transcription factor complex",6
"transcription factor TFIID complex",6
"nucleolus",6
"cytoplasm",6
"mitochondrion",6
"mitochondrial matrix",6
"endoplasmic reticulum",6
"Golgi lumen",6
"centrosome",6
"spindle",6
"cytosol",6
"spindle microtubule",6
"plasma membrane",6
"focal adhesion",6
"glycosaminoglycan biosynthetic process",6
"glycosaminoglycan catabolic process",6
"DNA replication",6
"DNA repair",6
"nucleotide-excision repair",6
"double-strand break repair",6
"double-strand break repair via nonhomologous end joining",6
"chromatin organization",6
"chromatin remodeling",6
"regulation of transcription, DNA-templated",6
"protein folding",6
"protein phosphorylation",6
"negative regulation of protein kinase activity",6
"protein import into nucleus",6
"lipid metabolic process",6
"prostaglandin metabolic process",6
"glutathione metabolic process",6
"receptor-mediated endocytosis",6
"autophagy",6
"apoptotic process",6
"inflammatory response",6
"immune response",6
"cellular response to DNA damage stimulus",6
"DNA damage induced protein phosphorylation",6
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest",6
"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator",6
"ER overload response",6
"cell cycle",6
"cell cycle arrest",6
"chromosome segregation",6
"mitotic cell cycle checkpoint",6
"mitotic spindle assembly checkpoint",6
"reciprocal meiotic recombination",6
"male meiotic nuclear division",6
"female meiotic nuclear division",6
"signal transduction",6
"transforming growth factor beta receptor signaling pathway",6
"cytoplasmic sequestering of NF-kappaB",6
"Ras protein signal transduction",6
"regulation of mitotic cell cycle",6
"gastrulation",6
"negative regulation of neuroblast proliferation",6
"central nervous system development",6
"brain development",6
"heart development",6
"aging",6
"cell aging",6
"excretion",6
"sensory perception of sound",6
"locomotory behavior",6
"microtubule binding",6
"protein C-terminus binding",6
"cyclin/CDK positive transcription elongation factor complex",6
"growth factor activity",6
"protein localization",6
"transcription factor binding",6
"negative regulation of DNA replication",6
"zinc ion binding",6
"positive regulation of cell population proliferation",6
"negative regulation of cell population proliferation",6
"determination of adult lifespan",6
"Ran GTPase binding",6
"extrinsic apoptotic signaling pathway via death domain receptors",6
"intrinsic apoptotic signaling pathway in response to DNA damage",6
"mRNA transcription",6
"rRNA transcription",6
"response to salt stress",6
"post-embryonic development",6
"animal organ morphogenesis",6
"tissue development",6
"external side of plasma membrane",6
"response to X-ray",6
"response to ionizing radiation",6
"response to gamma radiation",6
"regulation of gene expression",6
"regulation of autophagy",6
"negative regulation of autophagy",6
"positive regulation of gene expression",6
"negative regulation of gene expression",6
"negative regulation of striated muscle cell apoptotic process",6
"positive regulation of cardiac muscle cell apoptotic process",6
"response to activity",6
"response to inactivity",6
"viral process",6
"aggresome",6
"1-phosphatidylinositol-3-kinase activity",6
"nuclear matrix",6
"SWI/SNF complex",6
"negative regulation of angiogenesis",6
"histone phosphorylation",6
"protein deubiquitination",6
"nuclear body",6
"PML body",6
"nuclear speck",6
"peptidyl-serine phosphorylation",6
"cytokine-mediated signaling pathway",6
"cyclooxygenase pathway",6
"enzyme binding",6
"kinase binding",6
"protein kinase binding",6
"protein phosphatase binding",6
"translesion synthesis",6
"spinal cord development",6
"cerebellum development",6
"cerebral cortex radially oriented cell migration",6
"forebrain ventricular zone progenitor cell division",6
"Z disc",6
"extracellular matrix structural constituent conferring compression resistance",6
"hemopoiesis",6
"natural killer cell activation",6
"cell differentiation",6
"neuron differentiation",6
"B cell differentiation",6
"extracellular matrix organization",6
"negative regulation of cell growth",6
"DNA damage response, signal transduction by p53 class mediator",6
"positive regulation of cell migration",6
"midbody",6
"negative regulation of transforming growth factor beta receptor signaling pathway",6
"androgen receptor signaling pathway",6
"leukocyte chemotaxis",6
"negative regulation of myeloid dendritic cell activation",6
"negative regulation of B cell proliferation",6
"receptor tyrosine kinase binding",6
"positive regulation of histone deacetylation",6
"sister chromatid biorientation",6
"neuron projection development",6
"cytoplasmic vesicle",6
"chromatin assembly",6
"protein-containing complex localization",6
"mitotic G1 DNA damage checkpoint",6
"ubiquitin protein ligase binding",6
"nuclear membrane",6
"chromosome passenger complex",6
"regulation of telomere maintenance via telomerase",6
"positive regulation of telomere maintenance via telomerase",6
"negative regulation of interferon-gamma production",6
"negative regulation of interleukin-1 production",6
"negative regulation of interleukin-12 production",6
"negative regulation of interleukin-18 production",6
"negative regulation of interleukin-6 production",6
"negative regulation of interleukin-8 production",6
"negative regulation of tumor necrosis factor production",6
