"node","type"
"11976.VP2_RHDVF",0
"EIF3A",1
"formation of cytoplasmic translation initiation complex",6
"translation reinitiation",6
"RNA binding",6
"mRNA binding",6
"translation initiation factor activity",6
"structural molecule activity",6
"protein binding",6
"nucleoplasm",6
"nucleolus",6
"cytoplasm",6
"cytosol",6
"eukaryotic translation initiation factor 3 complex",6
"microtubule",6
"translational initiation",6
"postsynaptic density",6
"membrane",6
"eukaryotic 43S preinitiation complex",6
"receptor tyrosine kinase binding",6
"eukaryotic 48S preinitiation complex",6
"multi-eIF complex",6
"negative regulation of ERK1 and ERK2 cascade",6
"eukaryotic translation initiation factor 3 complex, eIF3e",6
"eukaryotic translation initiation factor 3 complex, eIF3m",6
"IRES-dependent viral translational initiation",6
"viral translational termination-reinitiation",6
