"node","type"
"10359.US28_HCMVM",0
"10359.GL_HCMVM",0
"10359.UL97_HCMVM",0
"10359.VIE1_HCMVM",0
"10359.IRS1_HCMVM",0
"10359.IL10H_HCMVM",0
"10359.UL16P_HCMVM",0
"10359.GB_HCMVM",0
"10359.ICP27_HCMVM",0
"10359.GM_HCMVM",0
"10359.UNG_HCMVM",0
"10359.VIE2_HCMVM",0
"10359.UL38_HCMVM",0
"10359.UL76_HCMVM",0
"10359.GH_HCMVM",0
"10359.UL18_HCMVM",0
"10359.UL144_HCMVM",0
"10359.US11_HCMVM",0
"10359.PP65_HCMVM",0
"10359.VICA_HCMVM",0
"10359.TRS1_HCMVM",0
"10359.UL142_HCMVM",0
"10359.HELI_HCMVM",0
"10359.PRIM_HCMVM",0
"10359.UL84_HCMVM",0
"10359.UL40_HCMVM",0
"10359.US10_HCMVM",0
"10359.US27_HCMVM",0
"10359.PP150_HCMVM",0
"CX3CL1",1
"CD4",1
"ZPBP",1
"TSC2",1
"TGFB1",1
"RPS6KB1",1
"IL10RA",1
"ULBP1",1
"NR3C1",1
"ZNF225",1
"DDX39A",1
"CDC25B",1
"MICB",1
"PSMB7",1
"MYO5C",1
"RAB11A",1
"MAP3K8",1
"SMARCB1",1
"IL1B",1
"KAT2B",1
"EGF",1
"TP53",1
"EGFR",1
"MYO5B",1
"ALB",1
"T",1
"TSC1",1
"HSPA4",1
"IRS1",1
"CXCL8",1
"PPM1D",1
"TNKS",1
"FUT1",1
"ADRBK1",1
"GH1",1
"PABPC1",1
"MBOAT4",1
"STAT2",1
"LILRB1",1
"SF3B2",1
"CDC25C",1
"SRSF7",1
"PRKD1",1
"BTLA",1
"SEL1L",1
"NCR3",1
"CASP8",1
"PRDM10",1
"DMBX1",1
"PTGS1",1
"BECN1",1
"ULBP3",1
"ULBP2",1
"PTGS2",1
"SNAPIN",1
"PSMD4",1
"HIST3H2BB",1
"SLK",1
"RBL1",1
"SRSF3",1
"SRPK1",1
"HNRNPK",1
"CDSN",1
"HLA-E",1
"CD83",1
"ISG15",1
"KLRC2",1
"LILRB2",1
"GRK5",1
"DDX39B",1
"MYO5A",1
"XPO1",1
"LAP3",1
"GDI1",1
"DHFR",1
"HDAC9",1
"RAB9A",1
"GRK6",1
"ATP2A2",1
"autophagosome assembly",6
"ribosomal subunit export from nucleus",6
"ribosomal large subunit export from nucleus",6
"ribosomal small subunit export from nucleus",6
"regulation of cyclin-dependent protein serine/threonine kinase activity",6
