"node","type"
"694014.PRO_0000037409",0
"694014.NS5A_IBVB",0
"694014.SPIKE_IBVB",0
"694014.NCAP_IBVB",0
"694014.NS3A_IBVB",0
"CD79A",1
"FBXL20",1
"TP53",1
"CXCL8",1
"CD209",1
"SMAD3",1
"PTGS2",1
"GBF1",1
"FBXL2",1
"negative regulation of transcription by RNA polymerase II",6
"Golgi membrane",6
"protein polyubiquitination",6
"DNA strand renaturation",6
"nuclear chromatin",6
"RNA polymerase II cis-regulatory region sequence-specific DNA binding",6
"DNA-binding transcription factor activity, RNA polymerase II-specific",6
"cis-regulatory region sequence-specific DNA binding",6
"core promoter sequence-specific DNA binding",6
"RNA polymerase II transcription factor binding",6
"TFIID-class transcription factor complex binding",6
"RNA polymerase II activating transcription factor binding",6
"transcription coactivator binding",6
"DNA-binding transcription activator activity, RNA polymerase II-specific",6
"prostaglandin biosynthetic process",6
"angiogenesis",6
"virus receptor activity",6
"ureteric bud development",6
"behavioral fear response",6
"response to hypoxia",6
"in utero embryonic development",6
"mesoderm formation",6
"somitogenesis",6
"release of cytochrome c from mitochondria",6
"liver development",6
"heart looping",6
"protease binding",6
"p53 binding",6
"osteoblast development",6
"stimulatory C-type lectin receptor signaling pathway",6
"response to molecule of bacterial origin",6
"hematopoietic progenitor cell differentiation",6
"adaptive immune response",6
"cell activation involved in immune response",6
"T cell proliferation involved in immune response",6
"B cell lineage commitment",6
"T cell lineage commitment",6
"immune system development",6
"response to ischemia",6
"DNA binding",6
"chromatin binding",6
"DNA-binding transcription factor activity",6
"transcription coregulator activity",6
"mRNA 3'-UTR binding",6
"peroxidase activity",6
"prostaglandin-endoperoxide synthase activity",6
"ubiquitin-protein transferase activity",6
"transmembrane signaling receptor activity",6
"guanyl-nucleotide exchange factor activity",6
"ARF guanyl-nucleotide exchange factor activity",6
"interleukin-8 receptor binding",6
"transforming growth factor beta receptor binding",6
"copper ion binding",6
"protein binding",6
"calmodulin binding",6
"collagen binding",6
"ATP binding",6
"mannose binding",6
"phosphatidylinositol-3,4,5-trisphosphate binding",6
"extracellular region",6
"extracellular space",6
"cell",6
"nucleus",6
"nuclear inner membrane",6
"nuclear outer membrane",6
"nucleoplasm",6
"replication fork",6
"transcription factor complex",6
"transcription factor TFIID complex",6
"nucleolus",6
"cytoplasm",6
"mitochondrion",6
"mitochondrial matrix",6
"multivesicular body",6
"peroxisome",6
"endoplasmic reticulum",6
"endoplasmic reticulum lumen",6
"endoplasmic reticulum membrane",6
"endoplasmic reticulum-Golgi intermediate compartment",6
"Golgi apparatus",6
"Golgi stack",6
"cis-Golgi network",6
"trans-Golgi network",6
"lipid droplet",6
"centrosome",6
"cytosol",6
"plasma membrane",6
"caveola",6
"nucleotide-excision repair",6
"double-strand break repair",6
"regulation of transcription, DNA-templated",6
"regulation of transcription by RNA polymerase II",6
"cellular protein modification process",6
"proteolysis",6
"ubiquitin-dependent protein catabolic process",6
"protein monoubiquitination",6
"protein import into nucleus",6
"endoplasmic reticulum to Golgi vesicle-mediated transport",6
"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",6
"post-Golgi vesicle-mediated transport",6
"Golgi to endosome transport",6
"endocytosis",6
"autophagy",6
"activation of cysteine-type endopeptidase activity involved in apoptotic process",6
"chemotaxis",6
"inflammatory response",6
"immune response",6
"cellular response to DNA damage stimulus",6
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest",6
"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator",6
"response to oxidative stress",6
"ER overload response",6
"Golgi organization",6
"cell cycle arrest",6
"heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules",6
"leukocyte cell-cell adhesion",6
"signal transduction",6
"transforming growth factor beta receptor signaling pathway",6
"SMAD protein complex assembly",6
"G protein-coupled receptor signaling pathway",6
"Ras protein signal transduction",6
"regulation of mitotic cell cycle",6
"gastrulation",6
"negative regulation of neuroblast proliferation",6
"endoderm development",6
"embryo implantation",6
"aging",6
"cell aging",6
"learning",6
"memory",6
"chemokine activity",6
"beta-catenin binding",6
"protein localization",6
"transcription factor binding",6
"negative regulation of DNA replication",6
"regulation of blood pressure",6
"zinc ion binding",6
"negative regulation of cell population proliferation",6
"determination of adult lifespan",6
"mRNA transcription",6
"rRNA transcription",6
"response to salt stress",6
"response to fructose",6
"embryonic pattern specification",6
"external side of plasma membrane",6
"cell surface",6
"cell-cell recognition",6
"response to manganese ion",6
"response to X-ray",6
"response to lithium ion",6
"response to gamma radiation",6
"regulation of autophagy",6
"positive regulation of vascular endothelial growth factor production",6
"positive regulation of gene expression",6
"positive regulation of cardiac muscle cell apoptotic process",6
"positive regulation of alkaline phosphatase activity",6
"positive regulation of epithelial to mesenchymal transition",6
"regulation of phosphatidylinositol 3-kinase signaling",6
"protein transport",6
"membrane",6
"integral component of membrane",6
"viral process",6
"regulation of striated muscle tissue development",6
"nuclear matrix",6
"protein ubiquitination",6
"protein deubiquitination",6
"nuclear body",6
"PML body",6
"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",6
"transferase activity",6
"regulation of transforming growth factor beta receptor signaling pathway",6
"DEAD/H-box RNA helicase binding",6
"SCF ubiquitin ligase complex",6
"modulation by virus of host process",6
"virion attachment to host cell",6
"viral genome replication",6
"cytokine-mediated signaling pathway",6
"sensory perception of pain",6
"cyclooxygenase pathway",6
"lipoxygenase pathway",6
"calcium-mediated signaling",6
"B cell receptor complex",6
"antigen processing and presentation",6
"enzyme binding",6
"protein kinase binding",6
"phosphatase binding",6
"protein phosphatase binding",6
"heme binding",6
"cerebellum development",6
"signal transduction involved in regulation of gene expression",6
"regulation of cell adhesion",6
"B cell differentiation",6
"carbohydrate binding",6
"bone mineralization",6
"negative regulation of cell growth",6
"adrenal gland development",6
"DNA damage response, signal transduction by p53 class mediator",6
"positive regulation of cell migration",6
"positive regulation of bone mineralization",6
"negative regulation of transforming growth factor beta receptor signaling pathway",6
"neutrophil chemotaxis",6
"leukocyte chemotaxis",6
"transforming growth factor beta receptor, pathway-specific cytoplasmic mediator activity",6
"ovulation",6
"thyroid gland development",6
"receptor tyrosine kinase binding",6
"primary miRNA processing",6
"positive regulation of histone deacetylation",6
"SCF-dependent proteasomal ubiquitin-dependent protein catabolic process",6
"cell leading edge",6
"positive regulation of prostaglandin biosynthetic process",6
"chromatin DNA binding",6
"chromatin assembly",6
"mitotic G1 DNA damage checkpoint",6
"positive regulation of fever generation",6
"receptor internalization",6
"ubiquitin protein ligase binding",6
"positive regulation of synaptic plasticity",6
"mineralocorticoid receptor binding",6
"nuclear membrane",6
"regulation of ARF protein signal transduction",6
"negative regulation of synaptic transmission, dopaminergic",6
"positive regulation of chondrocyte differentiation",6
"response to estradiol",6
"response to lipopolysaccharide",6
