"node","type"
"40051.VNS2_BTV10",0
"40051.VP2_BTV10",0
"CSNK2A3",1
"KRAS",1
"MAPK cascade",6
"liver development",6
"positive regulation of protein phosphorylation",6
"stimulatory C-type lectin receptor signaling pathway",6
"GTPase activity",6
"protein serine/threonine kinase activity",6
"protein binding",6
"ATP binding",6
"GTP binding",6
"nucleus",6
"nucleoplasm",6
"cytoplasm",6
"mitochondrion",6
"cytosol",6
"plasma membrane",6
"focal adhesion",6
"protein kinase CK2 complex",6
"protein phosphorylation",6
"Ras protein signal transduction",6
"female pregnancy",6
"positive regulation of cell population proliferation",6
"visual learning",6
"positive regulation of gene expression",6
"membrane",6
"peptidyl-serine phosphorylation",6
"peptidyl-threonine phosphorylation",6
"GMP binding",6
"GDP binding",6
"cytokine-mediated signaling pathway",6
"forebrain astrocyte development",6
"actin cytoskeleton organization",6
"LRR domain binding",6
"positive regulation of cell growth",6
"extrinsic component of cytoplasmic side of plasma membrane",6
"regulation of protein stability",6
"regulation of synaptic transmission, GABAergic",6
"positive regulation of Rac protein signal transduction",6
"response to isolation stress",6
"endocrine signaling",6
"positive regulation of MAP kinase activity",6
"negative regulation of neuron apoptotic process",6
"protein-containing complex binding",6
"membrane raft",6
"negative regulation of cell differentiation",6
"positive regulation of protein catabolic process",6
"regulation of long-term neuronal synaptic plasticity",6
"homeostasis of number of cells within a tissue",6
"positive regulation of nitric-oxide synthase activity",6
"positive regulation of NF-kappaB transcription factor activity",6
"striated muscle cell differentiation",6
"response to glucocorticoid",6
"response to mineralocorticoid",6
"regulation of cell cycle",6
"epithelial tube branching involved in lung morphogenesis",6
"positive regulation of cellular senescence",6
