"node","type"
"12475.SHDAG_HDVD3",0
"CSNK2A3",1
"YY1",1
"PRMT1",1
"negative regulation of transcription by RNA polymerase II",6
"four-way junction DNA binding",6
"double-strand break repair via homologous recombination",6
"nuclear chromatin",6
"RNA polymerase II cis-regulatory region sequence-specific DNA binding",6
"cis-regulatory region sequence-specific DNA binding",6
"DNA-binding transcription repressor activity, RNA polymerase II-specific",6
"in utero embryonic development",6
"DNA binding",6
"DNA-binding transcription factor activity",6
"transcription coactivator activity",6
"transcription corepressor activity",6
"RNA binding",6
"protein serine/threonine kinase activity",6
"protein binding",6
"ATP binding",6
"nucleus",6
"nucleoplasm",6
"transcription factor complex",6
"cytoplasm",6
"cytosol",6
"protein kinase CK2 complex",6
"regulation of transcription by RNA polymerase II",6
"RNA localization",6
"protein phosphorylation",6
"protein methylation",6
"cellular response to DNA damage stimulus",6
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest",6
"cell surface receptor signaling pathway",6
"spermatogenesis",6
"methyltransferase activity",6
"N-methyltransferase activity",6
"zinc ion binding",6
"protein methyltransferase activity",6
"positive regulation of cell population proliferation",6
"methyl-CpG binding",6
"anterior/posterior pattern specification",6
"response to UV-C",6
"gene expression",6
"negative regulation of gene expression",6
"protein-arginine N-methyltransferase activity",6
"nuclear matrix",6
"histone methylation",6
"protein deubiquitination",6
"peptidyl-serine phosphorylation",6
"peptidyl-threonine phosphorylation",6
"peptidyl-arginine methylation",6
"enzyme binding",6
"peptidyl-arginine methylation, to asymmetrical-dimethyl arginine",6
"cell differentiation",6
"positive regulation of cell growth",6
"Ino80 complex",6
"neuron projection development",6
"PcG protein complex",6
"negative regulation of interferon-beta production",6
"cellular response to UV",6
"response to prostaglandin F",6
"methylosome",6
"protein-arginine omega-N monomethyltransferase activity",6
"protein-arginine omega-N asymmetric methyltransferase activity",6
"histone methyltransferase activity",6
"identical protein binding",6
"sequence-specific DNA binding",6
"histone H4-R3 methylation",6
"histone methyltransferase activity (H4-R3 specific)",6
"transcription regulatory region DNA binding",6
"positive regulation of erythrocyte differentiation",6
"regulation of megakaryocyte differentiation",6
"negative regulation of megakaryocyte differentiation",6
"positive regulation of protein catabolic process",6
"positive regulation of transcription by RNA polymerase II",6
"SMAD binding",6
"positive regulation of hemoglobin biosynthetic process",6
"mitogen-activated protein kinase p38 binding",6
"camera-type eye morphogenesis",6
"protein homooligomerization",6
"chromosome organization",6
"regulation of cell cycle",6
"negative regulation of cell growth involved in cardiac muscle cell development",6
"cellular response to interleukin-1",6
"positive regulation of p38MAPK cascade",6
"negative regulation of pri-miRNA transcription by RNA polymerase II",6
"S-adenosyl-L-methionine binding",6
