"node","type"
"10255.DUSP_VAR67",0
"STAT1",1
"negative regulation of transcription by RNA polymerase II",6
"nuclear chromatin",6
"RNA polymerase II cis-regulatory region sequence-specific DNA binding",6
"RNA polymerase II core promoter sequence-specific DNA binding",6
"DNA-binding transcription factor activity, RNA polymerase II-specific",6
"DNA-binding transcription activator activity, RNA polymerase II-specific",6
"negative regulation of endothelial cell proliferation",6
"positive regulation of mesenchymal cell proliferation",6
"positive regulation of defense response to virus by host",6
"negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis",6
"double-stranded DNA binding",6
"DNA-binding transcription factor activity",6
"tumor necrosis factor receptor binding",6
"protein binding",6
"nucleus",6
"nucleoplasm",6
"nucleolus",6
"cytoplasm",6
"cytosol",6
"defense response",6
"positive regulation of transcription of Notch receptor target",6
"receptor signaling pathway via JAK-STAT",6
"response to nutrient",6
"blood circulation",6
"response to mechanical stimulus",6
"macrophage derived foam cell differentiation",6
"viral process",6
"negative regulation of angiogenesis",6
"cytokine-mediated signaling pathway",6
"enzyme binding",6
"axon",6
"dendrite",6
"CCR5 chemokine receptor binding",6
"positive regulation of interferon-alpha production",6
"cellular response to insulin stimulus",6
"protein-containing complex",6
"tumor necrosis factor-mediated signaling pathway",6
"response to cytokine",6
"histone acetyltransferase binding",6
"nuclear hormone receptor binding",6
"response to interferon-beta",6
"cellular response to interferon-beta",6
"interleukin-9-mediated signaling pathway",6
"interleukin-21-mediated signaling pathway",6
"regulation of cell population proliferation",6
"histone binding",6
"response to hydrogen peroxide",6
"identical protein binding",6
"protein homodimerization activity",6
"regulation of apoptotic process",6
"negative regulation of I-kappaB kinase/NF-kappaB signaling",6
"response to peptide hormone",6
"endothelial cell migration",6
"ubiquitin-like protein ligase binding",6
"cadherin binding",6
"positive regulation of erythrocyte differentiation",6
"positive regulation of transcription, DNA-templated",6
"positive regulation of transcription by RNA polymerase II",6
"negative regulation by virus of viral protein levels in host cell",6
"perinuclear region of cytoplasm",6
"positive regulation of smooth muscle cell proliferation",6
"response to cAMP",6
"defense response to virus",6
"protein phosphatase 2A binding",6
"positive regulation of nitric-oxide synthase biosynthetic process",6
"interferon-gamma-mediated signaling pathway",6
"regulation of interferon-gamma-mediated signaling pathway",6
"type I interferon signaling pathway",6
"renal tubule development",6
"interleukin-6-mediated signaling pathway",6
"interleukin-27-mediated signaling pathway",6
"repressing transcription factor binding",6
"interleukin-35-mediated signaling pathway",6
"cellular response to interferon-gamma",6
"cellular response to organic cyclic compound",6
"metanephric mesenchymal cell proliferation involved in metanephros development",6
"metanephric mesenchymal cell differentiation",6
"negative regulation of metanephric nephron tubule epithelial cell differentiation",6
"promoter-specific chromatin binding",6
