"node","type"
"694005.NCAP_CVMA5",0
"SMAD3",1
"negative regulation of transcription by RNA polymerase II",6
"nuclear chromatin",6
"RNA polymerase II cis-regulatory region sequence-specific DNA binding",6
"DNA-binding transcription factor activity, RNA polymerase II-specific",6
"cis-regulatory region sequence-specific DNA binding",6
"RNA polymerase II activating transcription factor binding",6
"transcription coactivator binding",6
"DNA-binding transcription activator activity, RNA polymerase II-specific",6
"ureteric bud development",6
"response to hypoxia",6
"in utero embryonic development",6
"mesoderm formation",6
"somitogenesis",6
"liver development",6
"heart looping",6
"osteoblast development",6
"immune system development",6
"DNA-binding transcription factor activity",6
"transcription coregulator activity",6
"transforming growth factor beta receptor binding",6
"protein binding",6
"collagen binding",6
"cell",6
"nucleus",6
"nuclear inner membrane",6
"nucleoplasm",6
"transcription factor complex",6
"cytoplasm",6
"cytosol",6
"plasma membrane",6
"regulation of transcription by RNA polymerase II",6
"activation of cysteine-type endopeptidase activity involved in apoptotic process",6
"immune response",6
"cell cycle arrest",6
"transforming growth factor beta receptor signaling pathway",6
"SMAD protein complex assembly",6
"endoderm development",6
"beta-catenin binding",6
"transcription factor binding",6
"zinc ion binding",6
"embryonic pattern specification",6
"positive regulation of gene expression",6
"positive regulation of alkaline phosphatase activity",6
"positive regulation of epithelial to mesenchymal transition",6
"regulation of striated muscle tissue development",6
"protein deubiquitination",6
"regulation of transforming growth factor beta receptor signaling pathway",6
"DEAD/H-box RNA helicase binding",6
"protein kinase binding",6
"phosphatase binding",6
"signal transduction involved in regulation of gene expression",6
"negative regulation of cell growth",6
"adrenal gland development",6
"positive regulation of cell migration",6
"positive regulation of bone mineralization",6
"negative regulation of transforming growth factor beta receptor signaling pathway",6
"transforming growth factor beta receptor, pathway-specific cytoplasmic mediator activity",6
"thyroid gland development",6
"primary miRNA processing",6
"chromatin DNA binding",6
"ubiquitin protein ligase binding",6
"mineralocorticoid receptor binding",6
"positive regulation of chondrocyte differentiation",6
"positive regulation of interleukin-1 beta production",6
"regulation of transforming growth factor beta2 production",6
"positive regulation of transforming growth factor beta3 production",6
"activin receptor signaling pathway",6
"negative regulation of osteoblast proliferation",6
"glucocorticoid receptor binding",6
"cis-regulatory region binding",6
"nodal signaling pathway",6
"wound healing",6
"T cell activation",6
"negative regulation of protein catabolic process",6
"positive regulation of protein import into nucleus",6
"identical protein binding",6
"protein homodimerization activity",6
"negative regulation of apoptotic process",6
"ubiquitin binding",6
"receptor complex",6
"bHLH transcription factor binding",6
"sequence-specific DNA binding",6
"transcription regulatory region DNA binding",6
"cell-cell junction organization",6
"positive regulation of nitric oxide biosynthetic process",6
"negative regulation of fat cell differentiation",6
"negative regulation of osteoblast differentiation",6
"positive regulation of transcription, DNA-templated",6
"negative regulation of mitotic cell cycle",6
"positive regulation of transcription by RNA polymerase II",6
"paraxial mesoderm morphogenesis",6
"developmental growth",6
"embryonic foregut morphogenesis",6
"embryonic cranial skeleton morphogenesis",6
"regulation of epithelial cell proliferation",6
"negative regulation of inflammatory response",6
"regulation of immune response",6
"protein stabilization",6
"positive regulation of positive chemotaxis",6
"positive regulation of DNA-binding transcription factor activity",6
"regulation of binding",6
"negative regulation of cytosolic calcium ion concentration",6
"positive regulation of stress fiber assembly",6
"positive regulation of focal adhesion assembly",6
"pericardium development",6
"transdifferentiation",6
"SMAD protein signal transduction",6
"negative regulation of wound healing",6
"negative regulation of lung blood pressure",6
"lens fiber cell differentiation",6
"co-SMAD binding",6
"R-SMAD binding",6
"primary miRNA binding",6
"SMAD protein complex",6
"heteromeric SMAD protein complex",6
"cellular response to cytokine stimulus",6
"cellular response to transforming growth factor beta stimulus",6
"positive regulation of canonical Wnt signaling pathway",6
"extrinsic apoptotic signaling pathway",6
"activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway",6
"positive regulation of extracellular matrix assembly",6
"positive regulation of pri-miRNA transcription by RNA polymerase II",6
"negative regulation of cardiac muscle hypertrophy in response to stress",6
