"node","type"
"12216.PRO_0000040413",0
"EIF3A",1
"EIF4E",1
"G1/S transition of mitotic cell cycle",6
"RNA cap binding",6
"RNA 7-methylguanosine cap binding",6
"P-body",6
"behavioral fear response",6
"formation of cytoplasmic translation initiation complex",6
"translation reinitiation",6
"RNA binding",6
"mRNA binding",6
"translation initiation factor activity",6
"structural molecule activity",6
"protein binding",6
"nucleoplasm",6
"nucleolus",6
"cytoplasm",6
"cytosol",6
"mRNA cap binding complex",6
"eukaryotic translation initiation factor 3 complex",6
"microtubule",6
"RNA export from nucleus",6
"mRNA export from nucleus",6
"translational initiation",6
"regulation of translation",6
"cytoplasmic stress granule",6
"negative regulation of autophagy",6
"postsynaptic density",6
"membrane",6
"viral process",6
"eukaryotic translation initiation factor 4F complex",6
"eukaryotic 43S preinitiation complex",6
"RISC complex",6
"negative regulation of translation",6
"stem cell population maintenance",6
"enzyme binding",6
"lung development",6
"receptor tyrosine kinase binding",6
"eukaryotic initiation factor 4G binding",6
"eukaryotic 48S preinitiation complex",6
"chromatoid body",6
"cytoplasmic ribonucleoprotein granule",6
"multi-eIF complex",6
"negative regulation of neuron differentiation",6
"positive regulation of mitotic cell cycle",6
"perinuclear region of cytoplasm",6
"extracellular exosome",6
"negative regulation of ERK1 and ERK2 cascade",6
"repressing transcription factor binding",6
"eukaryotic translation initiation factor 3 complex, eIF3e",6
"eukaryotic translation initiation factor 3 complex, eIF3m",6
"cellular response to dexamethasone stimulus",6
"IRES-dependent viral translational initiation",6
"viral translational termination-reinitiation",6
"glutamatergic synapse",6
"postsynaptic cytosol",6
"regulation of translation at postsynapse, modulating synaptic transmission",6
