"V1","V2"
"JAG2","epithelial cell apoptotic process involved in palatal shelf morphogenesis"
"JAG2","positive regulation of Notch signaling pathway"
"JAG2","negative regulation of Notch signaling pathway"
"JAG2","thymic T cell selection"
"JAG2","gamma-delta T cell differentiation"
"JAG2","odontogenesis of dentin-containing tooth"
"JAG2","regulation of cell population proliferation"
"JAG2","T cell differentiation"
"JAG2","regulation of cell adhesion"
"JAG2","cell differentiation"
"JAG2","morphogenesis of embryonic epithelium"
"JAG2","auditory receptor cell fate commitment"
"JAG2","growth factor activity"
"JAG2","spermatogenesis"
"JAG2","Notch signaling pathway"
"JAG2","integral component of plasma membrane"
"JAG2","plasma membrane"
"JAG2","protein binding"
"JAG2","calcium ion binding"
"JAG2","Notch binding"
"JAG2","respiratory system process"
"JAG2","in utero embryonic development"
"JAG2","skeletal system development"
"11786.PRO_5000053622","JAG2"
"11786.PRO_5000053622","JAG2"
