"node","type"
"11250.MATRX_HRSVB",0
"11250.FUS_HRSVB",0
"11250.NCAP_HRSVB",0
"11250.M21_HRSVB",0
"11250.PHOSP_HRSVB",0
"11250.GLYC_HRSVB",0
"11250.NS2_HRSVB",0
"11250.NS1_HRSVB",0
"SFXN3",1
"TLR2",1
"IFIH1",1
"AKT3",1
"CHKA",1
"SFXN5",1
"LY96",1
"TLR3",1
"HSPA4",1
"SOCS5",1
"CD209",1
"STAT2",1
"SFXN1",1
"NCL",1
"SOCS1",1
"SOCS3",1
"SFXN4",1
"TLR9",1
"SFXN2",1
"TLR4",1
"DDX58",1
"TLR7",1
"AKT2",1
"SOCS6",1
"CISH",1
"KLF6",1
"mitochondrial genome maintenance",6
"Golgi membrane",6
"activation of MAPK activity",6
"nuclear chromatin",6
"RNA polymerase II cis-regulatory region sequence-specific DNA binding",6
"DNA-binding transcription factor activity, RNA polymerase II-specific",6
"DNA-binding transcription activator activity, RNA polymerase II-specific",6
"angiogenesis",6
"lipopolysaccharide binding",6
"amyloid-beta binding",6
"regulation of cell growth",6
"virus receptor activity",6
"fibrillar center",6
"response to hypoxia",6
"ruffle",6
"immunological synapse",6
"microglial cell activation",6
"cell activation",6
"phosphotyrosine residue binding",6
"lipopolysaccharide immune receptor activity",6
"phagocytic cup",6
"regulation of protein phosphorylation",6
"positive regulation of protein phosphorylation",6
"positive regulation of endothelial cell proliferation",6
"activation of innate immune response",6
"stimulatory C-type lectin receptor signaling pathway",6
"toll-like receptor signaling pathway",6
"positive regulation of defense response to virus by host",6
"response to molecule of bacterial origin",6
"adaptive immune response",6
"B cell proliferation involved in immune response",6
"cytokine secretion involved in immune response",6
"nitric oxide production involved in inflammatory response",6
"positive regulation of immunoglobulin production",6
"regulation of dendritic cell cytokine production",6
"positive regulation of myeloid dendritic cell cytokine production",6
"MyD88-dependent toll-like receptor signaling pathway",6
"MyD88-independent toll-like receptor signaling pathway",6
"molecular_function",6
"DNA binding",6
"double-stranded DNA binding",6
"RNA binding",6
"RNA helicase activity",6
"double-stranded RNA binding",6
