"V1","V2"
"SMAD5","positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus"
"SMAD5","cellular response to organic cyclic compound"
"SMAD5","SMAD protein complex"
"SMAD5","SMAD protein signal transduction"
"SMAD5","bone development"
"SMAD5","cardiac muscle contraction"
"SMAD5","cartilage development"
"SMAD5","metal ion binding"
"SMAD5","positive regulation of transcription, DNA-templated"
"SMAD5","positive regulation of osteoblast differentiation"
"SMAD5","protein-containing complex"
"SMAD5","ubiquitin protein ligase binding"
"SMAD5","transforming growth factor beta receptor, pathway-specific cytoplasmic mediator activity"
"SMAD5","BMP signaling pathway"
"SMAD5","erythrocyte differentiation"
"SMAD5","DEAD/H-box RNA helicase binding"
"SMAD5","embryonic pattern specification"
"SMAD5","germ cell development"
"SMAD5","transforming growth factor beta receptor signaling pathway"
"SMAD5","signal transduction"
"SMAD5","protein phosphorylation"
"SMAD5","cytosol"
"SMAD5","cytoplasm"
"SMAD5","transcription factor complex"
"SMAD5","nucleoplasm"
"SMAD5","nucleus"
"SMAD5","protein binding"
"SMAD5","osteoblast fate commitment"
"SMAD5","Mullerian duct regression"
"SMAD5","ureteric bud development"
"SMAD5","DNA-binding transcription repressor activity, RNA polymerase II-specific"
"SMAD5","DNA-binding transcription factor activity, RNA polymerase II-specific"
"SMAD5","RNA polymerase II cis-regulatory region sequence-specific DNA binding"
"SMAD5","nuclear chromatin"
"SMAD5","negative regulation of transcription by RNA polymerase II"
"XPO1","ribonucleoprotein complex"
"XPO1","intracellular transport of virus"
"XPO1","mRNA transport"
"XPO1","regulation of protein export from nucleus"
"XPO1","host cell"
"XPO1","regulation of mRNA stability"
"XPO1","intracellular membrane-bounded organelle"
"XPO1","response to drug"
"XPO1","ribosome biogenesis"
"XPO1","protein localization to nucleus"
"XPO1","protein-containing complex"
"XPO1","regulation of proteasomal ubiquitin-dependent protein catabolic process"
"XPO1","nuclear membrane"
"XPO1","protein domain specific binding"
"XPO1","viral process"
"XPO1","membrane"
"XPO1","Cajal body"
"XPO1","regulation of centrosome duplication"
"XPO1","Ran GTPase binding"
"XPO1","nucleocytoplasmic transport"
"XPO1","protein export from nucleus"
"XPO1","cytosol"
"XPO1","cytoplasm"
"XPO1","nucleolus"
"XPO1","nucleoplasm"
"XPO1","annulate lamellae"
"XPO1","nuclear envelope"
"XPO1","nucleus"
"XPO1","protein binding"
"XPO1","nuclear export signal receptor activity"
"XPO1","RNA binding"
"XPO1","kinetochore"
"XPO1","negative regulation of transcription by RNA polymerase II"
"XPO1","ribosomal small subunit export from nucleus"
"XPO1","ribosomal large subunit export from nucleus"
"XPO1","ribosomal subunit export from nucleus"
"XPO1","SMAD5"
"SMAD9","positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus"
"SMAD9","cellular response to BMP stimulus"
"SMAD9","SMAD protein complex"
"SMAD9","SMAD protein signal transduction"
"SMAD9","metal ion binding"
"SMAD9","transforming growth factor beta receptor, pathway-specific cytoplasmic mediator activity"
"SMAD9","BMP signaling pathway"
"SMAD9","transforming growth factor beta receptor signaling pathway"
"SMAD9","cytosol"
"SMAD9","cytoplasm"
"SMAD9","transcription factor complex"
"SMAD9","nucleoplasm"
"SMAD9","nucleus"
"SMAD9","intracellular"
"SMAD9","protein binding"
"SMAD9","DNA binding"
"SMAD9","DNA-binding transcription factor activity, RNA polymerase II-specific"
"SMAD9","nuclear chromatin"
"SMAD9","SMAD5"
"JUN","positive regulation of DNA-templated transcription, initiation"
"JUN","negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress"
"JUN","positive regulation of vascular smooth muscle cell proliferation"
"JUN","positive regulation of pri-miRNA transcription by RNA polymerase II"
"JUN","HMG box domain binding"
"JUN","cellular response to calcium ion"
"JUN","cellular response to cadmium ion"
"JUN","R-SMAD binding"
"JUN","positive regulation of ERK1 and ERK2 cascade"
"JUN","eyelid development in camera-type eye"
"JUN","SMAD protein signal transduction"
"JUN","membrane depolarization"
"JUN","regulation of cell cycle"
"JUN","response to cAMP"
"JUN","cellular response to potassium ion starvation"
"JUN","regulation of DNA-binding transcription factor activity"
"JUN","positive regulation of fibroblast proliferation"
"JUN","positive regulation of transcription by RNA polymerase II"
"JUN","positive regulation of transcription, DNA-templated"
"JUN","negative regulation of transcription, DNA-templated"
"JUN","positive regulation of DNA replication"
"JUN","positive regulation of monocyte differentiation"
"JUN","positive regulation of cell differentiation"
"JUN","protein-containing complex binding"
"JUN","ubiquitin-like protein ligase binding"
"JUN","transcription regulatory region DNA binding"
"JUN","positive regulation by host of viral transcription"
"JUN","negative regulation by host of viral transcription"
"JUN","positive regulation of GTPase activity"
"JUN","positive regulation of neuron apoptotic process"
"JUN","negative regulation of neuron apoptotic process"
"JUN","negative regulation of DNA binding"
"JUN","positive regulation of apoptotic process"
"JUN","identical protein binding"
"JUN","response to hydrogen peroxide"
"JUN","response to drug"
"JUN","regulation of cell population proliferation"
"JUN","Fc-epsilon receptor signaling pathway"
"JUN","response to muscle stretch"
"JUN","transcription factor AP-1 complex"
"JUN","cAMP response element binding"
"JUN","leading edge cell differentiation"
"JUN","cellular response to reactive oxygen species"
"JUN","response to cytokine"
"JUN","cellular response to stress"
"JUN","cellular response to hormone stimulus"
"JUN","response to lipopolysaccharide"
"JUN","negative regulation of protein autophosphorylation"
"JUN","ubiquitin protein ligase binding"
"JUN","axon regeneration"
"JUN","monocyte differentiation"
"JUN","enzyme binding"
"JUN","transcriptional repressor complex"
"JUN","positive regulation of epithelial cell migration"
"JUN","response to organic substance"
"JUN","response to mechanical stimulus"
"JUN","response to radiation"
"JUN","negative regulation of cell population proliferation"
"JUN","transcription factor binding"
"JUN","circadian rhythm"
"JUN","learning"
"JUN","aging"
"JUN","Ras protein signal transduction"
"JUN","transforming growth factor beta receptor signaling pathway"
"JUN","transcription by RNA polymerase II"
"JUN","cytosol"
"JUN","nuclear euchromatin"
"JUN","transcription factor complex"
"JUN","nucleoplasm"
"JUN","nucleus"
