"node","type"
"11676.VPU_HV1H2",0
"11676.PRO_0000038427",0
"11676.PRO_0000239240",0
"11676.VIF_HV1H2",0
"11676.PRO_0000038594",0
"11676.VPR_HV1H2",0
"11676.TAT_HV1H2",0
"11676.NEF_HV1H2",0
"11676.REV_HV1H2",0
"CD74",1
"CD4",1
"PPP2R5B",1
"MAPK1",1
"APOBEC3D",1
"CSNK2A3",1
"PSMD7",1
"IL2",1
"CD69",1
"ULBP1",1
"ABCG2",1
"SNRPA",1
"BST2",1
"JUND",1
"NUPL2",1
"PPP2R5A",1
"MAPK6",1
"CCNT1",1
"TCEB2",1
"MAPK3",1
"ICAM1",1
"TP53",1
"SMARCA5",1
"CCR5",1
"HPGDS",1
"COPS6",1
"CXCL8",1
"APOBEC3F",1
"GSTM1",1
"CDC25C",1
"HAX1",1
"SP1",1
"SOCS3",1
"PDCD1",1
"PPP2R5E",1
"COPS5",1
"ULBP2",1
"FASLG",1
"CD1D",1
"MAP3K7",1
"JUN",1
"CDK9",1
"ABCA1",1
"HLA-C",1
"RBBP7",1
"PHF20L1",1
"XPO1",1
"APOBEC3G",1
"LAP3",1
"CREB1",1
"CHEK1",1
"BCAP31",1
"VPRBP",1
"HLA-B",1
"IL10",1
"PPP2R5C",1
"PPP2R5D",1
"ribosomal subunit export from nucleus",6
"ribosomal large subunit export from nucleus",6
"ribosomal small subunit export from nucleus",6
"DNA damage checkpoint",6
"regulation of cyclin-dependent protein serine/threonine kinase activity",6
"G2/M transition of mitotic cell cycle",6
"negative regulation of transcription by RNA polymerase II",6
"Golgi membrane",6
"protein phosphatase type 2A complex",6
"MAPK cascade",6
"chromatin silencing at rDNA",6
"activation of MAPKK activity",6
"activation of MAPK activity",6
"protein polyubiquitination",6
"nuclear chromosome",6
"magnesium ion binding",6
"cyclin-dependent protein kinase holoenzyme complex",6
"protein deneddylation",6
"mRNA splicing, via spliceosome",6
"proteasome complex",6
"nucleotide-excision repair, DNA damage recognition",6
"DNA strand renaturation",6
"chromosome, centromeric region",6
"kinetochore",6
"chromosome, telomeric region",6
"chromatin",6
"nuclear chromatin",6
"condensed chromosome",6
"condensed nuclear chromosome",6
"P-body",6
"transcription regulatory region sequence-specific DNA binding",6
"RNA polymerase II regulatory region sequence-specific DNA binding",6
"RNA polymerase II cis-regulatory region sequence-specific DNA binding",6
"DNA-binding transcription factor activity, RNA polymerase II-specific",6
"cis-regulatory region sequence-specific DNA binding",6
"core promoter sequence-specific DNA binding",6
"RNA polymerase II transcription factor binding",6
"TFIID-class transcription factor complex binding",6
"RNA polymerase II activating transcription factor binding",6
"RNA polymerase II repressing transcription factor binding",6
"transcription coactivator binding",6
"RNA polymerase II transcription coactivator binding",6
"DNA-binding transcription activator activity, RNA polymerase II-specific",6
"prostaglandin biosynthetic process",6
"angiogenesis",6
"amyloid-beta binding",6
"ovarian follicle development",6
