"node","type"
"337051.VE6_HPV05",0
"HIPK2",1
"negative regulation of transcription by RNA polymerase II",6
"RNA polymerase II activating transcription factor binding",6
"eye development",6
"transcription coactivator activity",6
"transcription corepressor activity",6
"protein kinase activity",6
"protein serine/threonine kinase activity",6
"protein tyrosine kinase activity",6
"protein binding",6
"ATP binding",6
"nucleus",6
"nucleoplasm",6
"cytoplasm",6
"protein phosphorylation",6
"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator",6
"transforming growth factor beta receptor signaling pathway",6
"smoothened signaling pathway",6
"adult walking behavior",6
"positive regulation of cell population proliferation",6
"anterior/posterior pattern specification",6
"retina layer formation",6
"nuclear body",6
"PML body",6
"peptidyl-serine phosphorylation",6
"peptidyl-threonine phosphorylation",6
"peptidyl-tyrosine phosphorylation",6
"modulation by virus of host process",6
"neuron differentiation",6
"erythrocyte differentiation",6
"positive regulation of transforming growth factor beta receptor signaling pathway",6
"negative regulation of BMP signaling pathway",6
"PML body organization",6
"positive regulation of protein binding",6
"intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator",6
"positive regulation of DNA binding",6
"negative regulation of neuron apoptotic process",6
"positive regulation of angiogenesis",6
"positive regulation of transcription, DNA-templated",6
"positive regulation of transcription by RNA polymerase II",6
"positive regulation of JNK cascade",6
"SMAD binding",6
"virion binding",6
"embryonic camera-type eye morphogenesis",6
"voluntary musculoskeletal movement",6
"positive regulation of DNA-binding transcription factor activity",6
"regulation of cell cycle",6
"embryonic retina morphogenesis in camera-type eye",6
"lens induction in camera-type eye",6
"SMAD protein signal transduction",6
"iris morphogenesis",6
"cellular response to hypoxia",6
"RNA polymerase II transcription factor complex",6
"intrinsic apoptotic signaling pathway",6
"regulation of signal transduction by p53 class mediator",6
"negative regulation of ubiquitin-dependent protein catabolic process",6
