"node","type"
"10276.Q77GA0_SWPV1",0
"IL18",1
"MAPK cascade",6
"angiogenesis",6
"cytokine activity",6
"protein binding",6
"extracellular region",6
"extracellular space",6
"cytosol",6
"inflammatory response",6
"cell-cell signaling",6
"cell population proliferation",6
"positive regulation of macrophage derived foam cell differentiation",6
"positive regulation of phosphatidylinositol 3-kinase signaling",6
"cytokine-mediated signaling pathway",6
"natural killer cell activation",6
"regulation of cell adhesion",6
"sleep",6
"lipopolysaccharide-mediated signaling pathway",6
"activation of protein kinase B activity",6
"interleukin-6 production",6
"positive regulation of granulocyte macrophage colony-stimulating factor production",6
"positive regulation of interferon-gamma production",6
"positive regulation of interleukin-17 production",6
"positive regulation of natural killer cell proliferation",6
"positive regulation of tissue remodeling",6
"interleukin-18-mediated signaling pathway",6
"T-helper 1 cell cytokine production",6
"chemokine biosynthetic process",6
"T-helper 1 type immune response",6
"type 2 immune response",6
"interleukin-2 biosynthetic process",6
"interferon-gamma biosynthetic process",6
"positive regulation of activated T cell proliferation",6
"neutrophil activation",6
"interleukin-13 biosynthetic process",6
"granulocyte macrophage colony-stimulating factor biosynthetic process",6
"natural killer cell mediated cytotoxicity",6
"positive regulation of tyrosine phosphorylation of STAT protein",6
"cholesterol homeostasis",6
"interleukin-18 receptor binding",6
"positive regulation of T-helper 2 cell differentiation",6
"negative regulation of myoblast differentiation",6
"positive regulation of transcription by RNA polymerase II",6
"positive regulation of smooth muscle cell proliferation",6
"positive regulation of inflammatory response",6
"positive regulation of NF-kappaB transcription factor activity",6
"positive regulation of NK T cell proliferation",6
"positive regulation of protein kinase B signaling",6
"triglyceride homeostasis",6
"cellular response to organic cyclic compound",6
"positive regulation of cold-induced thermogenesis",6
"positive regulation of neuroinflammatory response",6
"positive regulation of NIK/NF-kappaB signaling",6
"positive regulation of T-helper 1 cell cytokine production",6
