"node","type"
"11176.PHOSP_NDVB1",0
"PLK1",1
"mitotic sister chromatid segregation",6
"G2/M transition of mitotic cell cycle",6
"negative regulation of transcription by RNA polymerase II",6
"establishment of mitotic spindle orientation",6
"mitotic cell cycle",6
"mitotic cytokinesis",6
"magnesium ion binding",6
"kinetochore",6
"chromatin",6
"synaptonemal complex",6
"spindle pole",6
"condensed nuclear chromosome outer kinetochore",6
"microtubule bundle formation",6
"protein kinase activity",6
"protein serine/threonine kinase activity",6
"protein binding",6
"ATP binding",6
"cell",6
"nucleus",6
"nucleoplasm",6
"cytoplasm",6
"centrosome",6
"centriole",6
"spindle",6
"cytosol",6
"spindle microtubule",6
"protein phosphorylation",6
"ubiquitin-dependent protein catabolic process",6
"sister chromatid cohesion",6
"mitotic nuclear envelope disassembly",6
"mitotic spindle assembly checkpoint",6
"centrosome cycle",6
"regulation of mitotic cell cycle",6
"microtubule binding",6
"regulation of G2/M transition of mitotic cell cycle",6
"positive regulation of peptidyl-threonine phosphorylation",6
"anaphase-promoting complex binding",6
"microtubule cytoskeleton",6
"kinase activity",6
"female meiosis chromosome segregation",6
"protein ubiquitination",6
"peptidyl-serine phosphorylation",6
"protein kinase binding",6
"regulation of mitotic metaphase/anaphase transition",6
"midbody",6
"anaphase-promoting complex-dependent catabolic process",6
"protein destabilization",6
"positive regulation of proteasomal ubiquitin-dependent protein catabolic process",6
"regulation of cytokinesis",6
"centriolar satellite",6
"identical protein binding",6
"negative regulation of apoptotic process",6
"regulation of protein binding",6
"homologous chromosome segregation",6
"establishment of protein localization",6
"negative regulation of cyclin-dependent protein serine/threonine kinase activity",6
"positive regulation of proteolysis",6
"nuclear envelope disassembly",6
"spindle midzone",6
"positive regulation of ubiquitin-protein transferase activity",6
"regulation of cell cycle",6
"synaptonemal complex disassembly",6
"protein localization to chromatin",6
"signal transduction involved in G2 DNA damage checkpoint",6
"protein localization to nuclear envelope",6
"ciliary basal body-plasma membrane docking",6
"positive regulation of protein localization to nucleus",6
"regulation of mitotic spindle assembly",6
"regulation of mitotic cell cycle phase transition",6
"regulation of cell cycle G2/M phase transition",6
"positive regulation of ubiquitin protein ligase activity",6
"regulation of protein localization to cell cortex",6
