"V1","V2"
"CD163","endocytic vesicle membrane"
"CD163","external side of plasma membrane"
"CD163","acute-phase response"
"CD163","receptor-mediated endocytosis"
"CD163","integral component of plasma membrane"
"CD163","plasma membrane"
"CD163","extracellular region"
"CD163","protein binding"
"CD163","scavenger receptor activity"
"MYH9","regulation of plasma membrane repair"
"MYH9","positive regulation of protein processing in phagocytic vesicle"
"MYH9","negative regulation of actin filament severing"
"MYH9","myosin II filament"
"MYH9","platelet aggregation"
"MYH9","extracellular exosome"
"MYH9","establishment of meiotic spindle localization"
"MYH9","actin filament binding"
"MYH9","leukocyte migration"
"MYH9","cadherin binding"
"MYH9","regulated exocytosis"
"MYH9","blood vessel endothelial cell migration"
"MYH9","ADP binding"
"MYH9","protein membrane adaptor activity"
"MYH9","protein homodimerization activity"
"MYH9","actomyosin"
"MYH9","protein-containing complex"
"MYH9","uropod organization"
"MYH9","cytokinetic process"
"MYH9","lysosome localization"
"MYH9","cleavage furrow"
"MYH9","neuromuscular junction"
"MYH9","actin cytoskeleton reorganization"
"MYH9","cell leading edge"
"MYH9","actomyosin structure organization"
"MYH9","actin-dependent ATPase activity"
"MYH9","monocyte differentiation"
"MYH9","platelet formation"
"MYH9","actin filament-based movement"
"MYH9","protein domain specific binding"
"MYH9","ATPase activity"
"MYH9","myosin II complex"
"MYH9","membrane"
"MYH9","actin cytoskeleton"
"MYH9","protein transport"
"MYH9","regulation of cell shape"
"MYH9","COP9 signalosome"
"MYH9","myoblast fusion"
"MYH9","integrin-mediated signaling pathway"
"MYH9","phagocytosis, engulfment"
"MYH9","membrane protein ectodomain proteolysis"
"MYH9","focal adhesion"
"MYH9","adherens junction"
"MYH9","brush border"
"MYH9","plasma membrane"
"MYH9","cytosol"
"MYH9","actomyosin contractile ring"
"MYH9","spindle"
"MYH9","cytoplasm"
"MYH9","nucleus"
"MYH9","cell"
"MYH9","ATP binding"
"MYH9","calmodulin binding"
"MYH9","protein binding"
"MYH9","integrin binding"
"MYH9","actin binding"
"MYH9","motor activity"
"MYH9","RNA binding"
"MYH9","uropod"
"MYH9","plasma membrane repair"
"MYH9","immunological synapse"
"MYH9","establishment of T cell polarity"
"MYH9","ruffle"
"MYH9","stress fiber"
"MYH9","in utero embryonic development"
"MYH9","angiogenesis"
"MYH9","meiotic spindle organization"
"MYH9","microfilament motor activity"
"11047.E_EAVBU","CD163"
"11047.E_EAVBU","CD163"
"11047.GP4_EAVBU","CD163"
"11047.GP4_EAVBU","CD163"
"11047.ORF5A_EAVBU","MYH9"
"11047.ORF5A_EAVBU","MYH9"
