"node","type"
"12461.ORF3_HEVCH",0
"DUSP1",1
"TSG101",1
"HPN",1
"AMBP",1
"DUSP6",1
"TRADD",1
"SH3KBP1",1
"MAPK cascade",6
"activation of MAPK activity",6
"inactivation of MAPK activity",6
"ESCRT I complex",6
"regulation of cell growth",6
"endoderm formation",6
"tumor necrosis factor receptor superfamily complex",6
"DNA binding",6
"transcription corepressor activity",6
"serine-type endopeptidase activity",6
"protein serine/threonine phosphatase activity",6
"protein tyrosine phosphatase activity",6
"serine-type endopeptidase inhibitor activity",6
"transmembrane receptor protein tyrosine kinase adaptor activity",6
"tumor necrosis factor receptor binding",6
"protein binding",6
"extracellular region",6
"extracellular space",6
"nucleus",6
"nucleoplasm",6
"nucleolus",6
"cytoplasm",6
"endosome",6
"early endosome",6
"late endosome",6
"multivesicular body",6
"endoplasmic reticulum membrane",6
"microtubule organizing center",6
"cytosol",6
"cytoskeleton",6
"plasma membrane",6
"integral component of plasma membrane",6
"cell-cell junction",6
"focal adhesion",6
"protein dephosphorylation",6
"proteolysis",6
"protein monoubiquitination",6
"extracellular transport",6
"endocytosis",6
"receptor-mediated endocytosis",6
"apoptotic process",6
"activation of cysteine-type endopeptidase activity involved in apoptotic process",6
"cytoskeleton organization",6
"actin filament organization",6
"cell cycle arrest",6
"cell adhesion",6
"negative regulation of cell adhesion",6
"signal transduction",6
"transmembrane receptor protein tyrosine kinase signaling pathway",6
"negative regulation of epidermal growth factor-activated receptor activity",6
"I-kappaB kinase/NF-kappaB signaling",6
"cell-cell signaling",6
"axon guidance",6
"female pregnancy",6
"protein tyrosine/serine/threonine phosphatase activity",6
"peptidase activity",6
"serine-type peptidase activity",6
"negative regulation of cell population proliferation",6
"protein tyrosine/threonine phosphatase activity",6
"endosome to lysosome transport",6
"regulation of cell shape",6
"extrinsic apoptotic signaling pathway via death domain receptors",6
"response to light stimulus",6
"cell surface",6
"endosome membrane",6
"positive regulation of gene expression",6
"negative regulation of epithelial to mesenchymal transition",6
"positive regulation of plasminogen activation",6
"regulation of tumor necrosis factor-mediated signaling pathway",6
"negative regulation of endopeptidase activity",6
"response to organic cyclic compound",6
"protein transport",6
"integral component of membrane",6
"viral process",6
"endosomal transport",6
"macroautophagy",6
"apical plasma membrane",6
"cell migration",6
"MAP kinase tyrosine/serine/threonine phosphatase activity",6
"SH3 domain binding",6
"protein-chromophore linkage",6
"viral life cycle",6
"growth factor binding",6
"calcium channel inhibitor activity",6
"IgA binding",6
"kinase binding",6
"heme binding",6
"endocytic vesicle",6
"cell differentiation",6
"protein catabolic process",6
"keratinocyte differentiation",6
"positive regulation of cell growth",6
"positive regulation of cell migration",6
"nuclear receptor transcription coactivator activity",6
"cytoplasmic vesicle membrane",6
"death-inducing signaling complex",6
"ubiquitin protein ligase binding",6
"early endosome membrane",6
"late endosome membrane",6
"nuclear membrane",6
"response to estradiol",6
"response to retinoic acid",6
"cellular response to hormone stimulus",6
"tumor necrosis factor-mediated signaling pathway",6
"response to testosterone",6
"basement membrane disassembly",6
"peptidyl-tyrosine dephosphorylation",6
"intracellular signal transduction",6
"peptidyl-threonine dephosphorylation",6
"multivesicular body assembly",6
"viral budding via host ESCRT complex",6
"negative regulation of epidermal growth factor receptor signaling pathway",6
"heme catabolic process",6
"response to drug",6
"response to hydrogen peroxide",6
"identical protein binding",6
"protein homodimerization activity",6
"regulation of apoptotic process",6
"neuron projection",6
"neuronal cell body",6
"positive regulation of apoptotic process",6
"negative regulation of apoptotic process",6
"positive regulation of I-kappaB kinase/NF-kappaB signaling",6
"ubiquitin binding",6
"ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway",6
"intracellular membrane-bounded organelle",6
"receptor complex",6
"regulation of MAP kinase activity",6
"negative regulation of MAP kinase activity",6
"negative regulation of MAPK cascade",6
"host cell",6
"positive regulation by host of viral transcription",6
"protein-containing complex binding",6
"membrane raft",6
"synapse",6
"negative regulation of transcription, DNA-templated",6
"negative regulation of JNK cascade",6
"viral budding",6
"virion binding",6
"calcium oxalate binding",6
"hepatocyte growth factor receptor signaling pathway",6
"calcium-dependent protein binding",6
"negative regulation of epithelial cell proliferation",6
"positive regulation of inflammatory response",6
"negative regulation of immune response",6
"positive regulation of B cell activation",6
"detection of mechanical stimulus involved in sensory perception of sound",6
"mitogen-activated protein kinase binding",6
"positive regulation of NF-kappaB transcription factor activity",6
"cell division",6
"response to glucocorticoid",6
"response to nitrosative stress",6
"negative regulation of meiotic cell cycle",6
"response to cAMP",6
"response to calcium ion",6
"positive regulation of hair follicle development",6
"regulation of heart growth",6
"membrane organization",6
"collagen-containing extracellular matrix",6
"serine-type exopeptidase activity",6
"extracellular exosome",6
"peptidyl-serine dephosphorylation",6
"negative regulation of ERK1 and ERK2 cascade",6
"death domain binding",6
"response to growth factor",6
"cellular response to tumor necrosis factor",6
"death-inducing signaling complex assembly",6
"potassium ion transmembrane transport",6
"mitotic cell cycle arrest",6
"blood microparticle",6
"intracellular transport of virus",6
"negative regulation of monocyte chemotaxis",6
"cochlea morphogenesis",6
"regulation of mitotic cell cycle spindle assembly checkpoint",6
"Flemming body",6
"response to thyroid hormone",6
"extrinsic apoptotic signaling pathway",6
"pilomotor reflex",6
"autophagosome maturation",6
"positive regulation of NIK/NF-kappaB signaling",6
"regulation of extrinsic apoptotic signaling pathway via death domain receptors",6
"negative regulation of extrinsic apoptotic signaling pathway via death domain receptors",6
"regulation of viral release from host cell",6
"positive regulation of viral release from host cell",6
"positive regulation of nucleic acid-templated transcription",6
"positive regulation of exosomal secretion",6
"regulation of extracellular exosome assembly",6
"negative regulation of p38MAPK cascade",6
"positive regulation of viral budding via host ESCRT complex",6
"exosomal secretion",6
"cellular response to chemokine",6
"negative regulation of DNA biosynthetic process",6
"positive regulation of hepatocyte proliferation",6
"positive regulation of ubiquitin-dependent endocytosis",6
"positive regulation of thyroid hormone generation",6
