"node","type"
"10335.GE_VZVD",0
"10335.ICP4_VZVD",0
"10335.ICP22_VZVD",0
"10335.VP16_VZVD",0
"10335.NP04_VZVD",0
"10335.UL13_VZVD",0
"10335.GB_VZVD",0
"10335.RIR1_VZVD",0
"10335.GK_VZVD",0
"10335.GM_VZVD",0
"10335.US03_VZVD",0
"10335.ICP27_VZVD",0
"10335.GI_VZVD",0
"10335.VP22_VZVD",0
"CREB3L3",1
"CSNK2A3",1
"BRF2",1
"HCFC2",1
"TBPL1",1
"DUSP1",1
"DUSP4",1
"EFNB2",1
"CDC25B",1
"TBPL2",1
"JUND",1
"KRAS",1
"POU2F3",1
"MYO5C",1
"STAT3",1
"CHKA",1
"IDE",1
"CDK2",1
"TP53",1
"CALM2",1
"EGFR",1
"MYO5B",1
"STAT5B",1
"T",1
"STAT6",1
"MED1",1
"RRM1",1
"JUNB",1
"CDC25A",1
"HCFC1",1
"STAT2",1
"CDC25C",1
"SRSF7",1
"YBEY",1
"STAT5A",1
"MPP2",1
"DUSP9",1
"STAT1",1
"POU2F1",1
"CDK19",1
"GTF2B",1
"JUN",1
"SRSF3",1
"SRPK1",1
"PHKA2",1
"CDK8",1
"CDK1",1
"DDX39B",1
"MYO5A",1
"TAF1L",1
"POU2F2",1
"BRF1",1
"regulation of cyclin-dependent protein serine/threonine kinase activity",6
"G1/S transition of mitotic cell cycle",6
"G2/M transition of mitotic cell cycle",6
"negative regulation of transcription by RNA polymerase II",6
"histone acetyltransferase complex",6
"transcription factor TFIIIB complex",6
"Golgi membrane",6
"microfilament motor activity",6
"ubiquitin ligase complex",6
"MAPK cascade",6
"activation of MAPKK activity",6
"activation of MAPK activity",6
"inactivation of MAPK activity",6
"microtubule cytoskeleton organization",6
"nuclear chromosome",6
"spliceosomal complex assembly",6
"mitotic cell cycle",6
"magnesium ion binding",6
"cyclin-dependent protein kinase holoenzyme complex",6
"transcription export complex",6
"regulation of alternative mRNA splicing, via spliceosome",6
"mRNA splicing, via spliceosome",6
"DNA strand renaturation",6
"chromosome, telomeric region",6
"nuclear chromosome, telomeric region",6
"chromatin",6
"nuclear chromatin",6
"condensed chromosome",6
"X chromosome",6
"Y chromosome",6
"cell morphogenesis",6
"spindle pole",6
"transcription regulatory region sequence-specific DNA binding",6
"RNA polymerase II regulatory region sequence-specific DNA binding",6
"RNA polymerase II cis-regulatory region sequence-specific DNA binding",6
"RNA polymerase II core promoter sequence-specific DNA binding",6
"DNA-binding transcription factor activity, RNA polymerase II-specific",6
"RNA polymerase II complex binding",6
"RNA polymerase III type 3 promoter sequence-specific DNA binding",6
"RNA polymerase III regulatory region DNA binding",6
"RNA polymerase III type 3 promoter DNA binding",6
"core promoter sequence-specific DNA binding",6
"core promoter binding",6
"RNA polymerase II transcription factor binding",6
"TFIID-class transcription factor complex binding",6
"RNA polymerase II activating transcription factor binding",6
"RNA polymerase II repressing transcription factor binding",6
"RNA polymerase II complex recruiting activity",6
"transcriptional start site selection at RNA polymerase II promoter",6
"DNA-binding transcription activator activity, RNA polymerase II-specific",6
"ossification",6
"angiogenesis",6
"amyloid-beta binding",6
"luteinization",6
"oocyte maturation",6
"vasculogenesis",6
"virus receptor activity",6
"osteoblast differentiation",6
"temperature homeostasis",6
"acrosome assembly",6
"in utero embryonic development",6
"endoderm formation",6
"ruffle",6
"photoreceptor outer segment",6
"eye photoreceptor cell differentiation",6
"somitogenesis",6
"microglial cell activation",6
"natural killer cell differentiation",6
"trophectodermal cell differentiation",6
"blastocyst hatching",6
"release of cytochrome c from mitochondria",6
"liver development",6
"embryonic placenta development",6
"regulation of protein phosphorylation",6
"positive regulation of protein phosphorylation",6
"negative regulation of endothelial cell proliferation",6
"positive regulation of endothelial cell proliferation",6
"hair follicle development",6
"lymph vessel development",6
"protease binding",6
"regulation of heart rate",6
"p53 binding",6
"cell migration involved in sprouting angiogenesis",6
"positive regulation of mesenchymal cell proliferation",6
"osteoblast development",6
"lens development in camera-type eye",6
"thyroid hormone mediated signaling pathway",6
"stimulatory C-type lectin receptor signaling pathway",6
"positive regulation of defense response to virus by host",6
"hematopoietic progenitor cell differentiation",6
"T-helper 1 cell lineage commitment",6
"T cell proliferation involved in immune response",6
"B cell lineage commitment",6
"mature B cell differentiation",6
"T cell lineage commitment",6
"immunoglobulin secretion involved in immune response",6
"positive regulation of acute inflammatory response",6
"negative regulation of type 2 immune response",6
"response to ischemia",6
"renal water homeostasis",6
"outflow tract morphogenesis",6
"ventricular trabecula myocardium morphogenesis",6
"negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis",6
"retinal pigment epithelium development",6
"DNA binding",6
"chromatin binding",6
"double-stranded DNA binding",6
"DNA-binding transcription factor activity",6
"transcription coregulator activity",6
"transcription coactivator activity",6
"transcription corepressor activity",6
"RNA binding",6
"RNA helicase activity",6
"mRNA 3'-UTR binding",6
"GTPase activity",6
"choline kinase activity",6
"cholinesterase activity",6
"endopeptidase activity",6
"metalloendopeptidase activity",6
"ethanolamine kinase activity",6
"histone acetyltransferase activity",6
"endoribonuclease activity",6
"protein kinase activity",6
"protein serine/threonine kinase activity",6
"phosphorylase kinase activity",6
"cyclin-dependent protein serine/threonine kinase activity",6
"MAP kinase kinase kinase activity",6
"protein tyrosine kinase activity",6
"transmembrane receptor protein tyrosine kinase activity",6
"phosphoprotein phosphatase activity",6
"protein serine/threonine phosphatase activity",6
"protein tyrosine phosphatase activity",6
"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor",6
"nuclear receptor activity",6
"transmembrane signaling receptor activity",6
"epidermal growth factor-activated receptor activity",6
"GTPase activator activity",6
"tumor necrosis factor receptor binding",6
"integrin binding",6
"copper ion binding",6
"calcium ion binding",6
"detection of calcium ion",6
"protein binding",6
"calmodulin binding",6
"ATP binding",6
"GTP binding",6
"cellular_component",6
"extracellular space",6
"cell",6
"nucleus",6
"nuclear envelope",6
"nucleoplasm",6
"replication fork",6
"transcription factor complex",6
"transcription factor TFIID complex",6
"Ada2/Gcn5/Ada3 transcription activator complex",6
"transcription factor TFIIA complex",6
"spliceosomal complex",6
"U4 snRNP",6
"U6 snRNP",6
"chromosome",6
"nuclear euchromatin",6
"nucleolus",6
"cytoplasm",6
"mitochondrion",6
"mitochondrial inner membrane",6
"mitochondrial matrix",6
"lysosome",6
"endosome",6
"early endosome",6
"late endosome",6
"peroxisome",6
"peroxisomal matrix",6
"endoplasmic reticulum",6
"endoplasmic reticulum membrane",6
"smooth endoplasmic reticulum",6
"Golgi apparatus",6
"centrosome",6
"cytosol",6
"cytoskeleton",6
"spindle microtubule",6
"intermediate filament",6
"actin filament",6
"plasma membrane",6
"integral component of plasma membrane",6
"adherens junction",6
"focal adhesion",6
"protein kinase CK2 complex",6
"phosphorylase kinase complex",6
"ribonucleoside-diphosphate reductase complex",6
"carbohydrate metabolic process",6
"glycogen catabolic process",6
"generation of precursor metabolites and energy",6
"pyrimidine nucleobase metabolic process",6
"dTTP biosynthetic process",6
"DNA replication",6
"DNA repair",6
"nucleotide-excision repair",6
"double-strand break repair",6
"chromatin remodeling",6
"DNA-templated transcription, initiation",6
"regulation of transcription, DNA-templated",6
"regulation of transcription by RNA polymerase I",6
"regulation of transcription by RNA polymerase II",6
"regulation of transcription by RNA polymerase III",6
"rRNA processing",6
"transcription by RNA polymerase II",6
"transcription initiation from RNA polymerase II promoter",6
"transcription by RNA polymerase III",6
"transcription initiation from RNA polymerase III promoter",6
"mRNA processing",6
"RNA export from nucleus",6
"mRNA export from nucleus",6
"translation",6
"cellular protein modification process",6
"protein phosphorylation",6
"protein dephosphorylation",6
"protein acetylation",6
"proteolysis",6
"ethanolamine metabolic process",6
"thyroid hormone generation",6
"protein import into nucleus",6
"protein targeting to peroxisome",6
"lipid metabolic process",6
"phosphatidylethanolamine biosynthetic process",6
"phosphatidylcholine biosynthetic process",6
"CDP-choline pathway",6
"androgen biosynthetic process",6
"potassium ion transport",6
"lipid transport",6
"exocytosis",6
"post-Golgi vesicle-mediated transport",6
"autophagy",6
"apoptotic process",6
"defense response",6
"acute-phase response",6
"inflammatory response",6
"humoral immune response",6
"response to osmotic stress",6
"cellular response to DNA damage stimulus",6
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest",6
"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator",6
"ER overload response",6
"mitochondrion organization",6
"actin filament organization",6
"cell cycle",6
"cell cycle arrest",6
"chromosome segregation",6
"mitotic nuclear envelope disassembly",6
"regulation of mitotic nuclear division",6
"mitotic G2 DNA damage checkpoint",6
"centrosome cycle",6
"centriole replication",6
"male meiotic nuclear division",6
"female meiosis I",6
"cell adhesion",6
"negative regulation of cell adhesion",6
"signal transduction",6
"cell surface receptor signaling pathway",6
"transmembrane receptor protein tyrosine kinase signaling pathway",6
"epidermal growth factor receptor signaling pathway",6
"transforming growth factor beta receptor signaling pathway",6
"G protein-coupled receptor signaling pathway",6
"activation of phospholipase C activity",6
"positive regulation of transcription of Notch receptor target",6
"JNK cascade",6
"receptor signaling pathway via JAK-STAT",6
"Ras protein signal transduction",6
"cell-cell signaling",6
"chemical synaptic transmission",6
"multicellular organism development",6
"spermatid nucleus differentiation",6
"pronuclear fusion",6
"gastrulation",6
"nervous system development",6
"negative regulation of neuroblast proliferation",6
"axon guidance",6
"brain development",6
"salivary gland morphogenesis",6
"midgut development",6
"female pregnancy",6
"aging",6
"cell aging",6
"response to nutrient",6
"lactation",6
"visual perception",6
"learning or memory",6
"learning",6
"circadian rhythm",6
"blood circulation",6
"protein localization",6
"transcription factor binding",6
"protein tyrosine/serine/threonine phosphatase activity",6
"drug binding",6
"negative regulation of DNA replication",6
"adenylate cyclase binding",6
"RNA-dependent ATPase activity",6
"zinc ion binding",6
"cell population proliferation",6
"positive regulation of cell population proliferation",6
"negative regulation of cell population proliferation",6
"insulin receptor signaling pathway",6
"protein tyrosine/threonine phosphatase activity",6
"determination of adult lifespan",6
"RNA polymerase II CTD heptapeptide repeat kinase activity",6
"RNA splicing",6
"visual learning",6
"epidermis development",6
"male gonad development",6
"deoxyribonucleotide biosynthetic process",6
"mRNA transcription",6
"rRNA transcription",6
"tRNA transcription",6
"response to radiation",6
"response to light stimulus",6
"response to mechanical stimulus",6
"response to toxic substance",6
"response to salt stress",6
"anatomical structure morphogenesis",6
"animal organ morphogenesis",6
"external side of plasma membrane",6
"basal plasma membrane",6
"cell surface",6
"endosome membrane",6
"response to organic substance",6
"response to X-ray",6
"response to ionizing radiation",6
"response to gamma radiation",6
"regulation of G2/M transition of mitotic cell cycle",6
"regulation of gene expression",6
"RNA secondary structure unwinding",6
"negative regulation of autophagy",6
"positive regulation of gene expression",6
"positive regulation of epithelial cell migration",6
"positive regulation of cardiac muscle cell apoptotic process",6
"negative regulation of hydrogen peroxide biosynthetic process",6
"macrophage derived foam cell differentiation",6
"positive regulation of nitric oxide mediated signal transduction",6
"positive regulation of peptidyl-threonine phosphorylation",6
"negative regulation of peptidyl-threonine phosphorylation",6
"bradykinin catabolic process",6
