"node","type"
"38804.Q6TV04_YMTV5",0
"TNF",1
"negative regulation of transcription by RNA polymerase II",6
"MAPK cascade",6
"activation of MAPKKK activity",6
"activation of MAPK activity",6
"microglial cell activation",6
"positive regulation of cytokine production",6
"phagocytic cup",6
"positive regulation of protein phosphorylation",6
"negative regulation of endothelial cell proliferation",6
"protease binding",6
"chronic inflammatory response to antigenic stimulus",6
"negative regulation of cytokine secretion involved in immune response",6
"positive regulation of chronic inflammatory response to antigenic stimulus",6
"positive regulation of humoral immune response mediated by circulating immunoglobulin",6
"cytokine activity",6
"tumor necrosis factor receptor binding",6
"protein binding",6
"extracellular region",6
"extracellular space",6
"plasma membrane",6
"integral component of plasma membrane",6
"glucose metabolic process",6
"regulation of transcription by RNA polymerase II",6
"activation of cysteine-type endopeptidase activity involved in apoptotic process",6
"inflammatory response",6
"humoral immune response",6
"I-kappaB kinase/NF-kappaB signaling",6
"JNK cascade",6
"extrinsic apoptotic signaling pathway via death domain receptors",6
"intrinsic apoptotic signaling pathway in response to DNA damage",6
"response to virus",6
"response to salt stress",6
"external side of plasma membrane",6
"cell surface",6
"positive regulation of gene expression",6
"negative regulation of gene expression",6
"negative regulation of alkaline phosphatase activity",6
"regulation of tumor necrosis factor-mediated signaling pathway",6
"negative regulation of lipid storage",6
"positive regulation of phosphatidylinositol 3-kinase signaling",6
"cytokine-mediated signaling pathway",6
"extracellular matrix organization",6
"osteoclast differentiation",6
"sequestering of triglyceride",6
"cortical actin cytoskeleton organization",6
"positive regulation of protein-containing complex assembly",6
"positive regulation of fever generation",6
"lipopolysaccharide-mediated signaling pathway",6
"negative regulation of interleukin-6 production",6
"positive regulation of chemokine production",6
"positive regulation of interferon-gamma production",6
"positive regulation of interleukin-6 production",6
"positive regulation of interleukin-8 production",6
"receptor biosynthetic process",6
"positive regulation of peptidyl-serine phosphorylation",6
"tumor necrosis factor-mediated signaling pathway",6
"positive regulation of heterotypic cell-cell adhesion",6
"negative regulation of myosin-light-chain-phosphatase activity",6
"positive regulation of tyrosine phosphorylation of STAT protein",6
"identical protein binding",6
"positive regulation of apoptotic process",6
"positive regulation of programmed cell death",6
"regulation of I-kappaB kinase/NF-kappaB signaling",6
"positive regulation of I-kappaB kinase/NF-kappaB signaling",6
"negative regulation of cysteine-type endopeptidase activity involved in apoptotic process",6
"negative regulation of protein-containing complex disassembly",6
"positive regulation of protein-containing complex disassembly",6
"positive regulation of cysteine-type endopeptidase activity involved in apoptotic process",6
"positive regulation of MAP kinase activity",6
"protein kinase B signaling",6
"positive regulation of JUN kinase activity",6
"positive regulation of neuron apoptotic process",6
"negative regulation of blood vessel endothelial cell migration",6
"transcription regulatory region DNA binding",6
"negative regulation of viral genome replication",6
"positive regulation of chemokine biosynthetic process",6
"membrane raft",6
"positive regulation of interleukin-6 biosynthetic process",6
"positive regulation of interleukin-8 biosynthetic process",6
"positive regulation of nitric oxide biosynthetic process",6
"regulation of fat cell differentiation",6
"negative regulation of fat cell differentiation",6
"negative regulation of myoblast differentiation",6
"negative regulation of osteoblast differentiation",6
"positive regulation of osteoclast differentiation",6
"positive regulation of protein catabolic process",6
"positive regulation of cell adhesion",6
"positive regulation of protein kinase activity",6
"negative regulation of transcription, DNA-templated",6
"positive regulation of transcription, DNA-templated",6
"negative regulation of mitotic cell cycle",6
"positive regulation of transcription by RNA polymerase II",6
"positive regulation of translational initiation by iron",6
"negative regulation of glucose import",6
"positive regulation of receptor signaling pathway via JAK-STAT",6
"astrocyte activation",6
"embryonic digestive tract development",6
"positive regulation of smooth muscle cell proliferation",6
