"node","type"
"37124.PRO_0000227763",0
"G3BP2",1
"RNA binding",6
"mRNA binding",6
"protein binding",6
"cytoplasm",6
"cytosol",6
"cytoplasmic sequestering of NF-kappaB",6
"Ras protein signal transduction",6
"positive regulation of signal transduction",6
"cytoplasmic stress granule",6
"viral process",6
"receptor signaling complex adaptor activity",6
"stress granule assembly",6
"innate immune response",6
"mRNA transport",6
"protein homooligomerization",6
"positive regulation of stress granule assembly",6
"ribonucleoprotein complex",6
