"node","type"
"11191.HN_SENDO",0
"11191.V_SENDO",0
"BST2",1
"IFIH1",1
"HSPA4",1
"negative regulation of plasmacytoid dendritic cell cytokine production",6
"DNA binding",6
"RNA binding",6
"RNA helicase activity",6
"double-stranded RNA binding",6
"single-stranded RNA binding",6
"protein binding",6
"ATP binding",6
"nucleus",6
"cytoplasm",6
"multivesicular body",6
"Golgi apparatus",6
"cytosol",6
"plasma membrane",6
"response to unfolded protein",6
"metalloendopeptidase inhibitor activity",6
"zinc ion binding",6
"detection of virus",6
"response to virus",6
"cell surface",6
"negative regulation of endopeptidase activity",6
"membrane",6
"integral component of membrane",6
"viral process",6
"apical plasma membrane",6
"protein deubiquitination",6
"protein sumoylation",6
"negative regulation of cell growth",6
"negative regulation of cell migration",6
"anchored component of membrane",6
"negative regulation of type I interferon production",6
"positive regulation of interferon-alpha production",6
"positive regulation of interferon-beta production",6
"regulation of actin cytoskeleton organization",6
"response to interferon-gamma",6
"regulation of type III interferon production",6
"response to interferon-alpha",6
"response to interferon-beta",6
"positive regulation of interferon-beta secretion",6
"azurophil granule membrane",6
"cytoplasmic pattern recognition receptor signaling pathway in response to virus",6
"MDA-5 signaling pathway",6
"B cell activation",6
"identical protein binding",6
"protein homodimerization activity",6
"ribonucleoprotein complex binding",6
"positive regulation of I-kappaB kinase/NF-kappaB signaling",6
"neutrophil degranulation",6
"protein insertion into mitochondrial outer membrane",6
"negative regulation of viral genome replication",6
"innate immune response",6
"membrane raft",6
"chaperone-mediated protein complex assembly",6
"defense response to virus",6
"type I interferon signaling pathway",6
"positive regulation of response to cytokine stimulus",6
"extracellular exosome",6
"positive regulation of leukocyte proliferation",6
"cellular response to exogenous dsRNA",6
"negative regulation of intracellular transport of viral material",6
"positive regulation of interferon-alpha secretion",6
"positive regulation of tumor necrosis factor secretion",6
"positive regulation of interleukin-6 secretion",6
