"node","type"
"12110.PRO_5000058677",0
"12110.PRO_5000058676",0
"IFIH1",1
"MYCN",1
"IKBKB",1
"chromatin",6
"nuclear chromatin",6
"RNA polymerase II cis-regulatory region sequence-specific DNA binding",6
"DNA-binding transcription factor activity, RNA polymerase II-specific",6
"DNA-binding transcription activator activity, RNA polymerase II-specific",6
"stimulatory C-type lectin receptor signaling pathway",6
"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",6
"MyD88-independent toll-like receptor signaling pathway",6
"DNA binding",6
"DNA-binding transcription factor activity",6
"RNA helicase activity",6
"double-stranded RNA binding",6
"single-stranded RNA binding",6
"protein kinase activity",6
"protein serine/threonine kinase activity",6
"protein binding",6
"ATP binding",6
"nucleus",6
"nucleoplasm",6
"nucleolus",6
"cytoplasm",6
"cytosol",6
"regulation of transcription by RNA polymerase II",6
"protein phosphorylation",6
"inflammatory response",6
"I-kappaB kinase/NF-kappaB signaling",6
"I-kappaB phosphorylation",6
"zinc ion binding",6
"IkappaB kinase activity",6
"IkappaB kinase complex",6
"detection of virus",6
"response to virus",6
"cytoplasmic side of plasma membrane",6
"positive regulation of gene expression",6
"negative regulation of gene expression",6
"regulation of tumor necrosis factor-mediated signaling pathway",6
"viral process",6
"protein deubiquitination",6
"protein sumoylation",6
"peptidyl-serine phosphorylation",6
"kinase binding",6
"protein kinase binding",6
"cortical actin cytoskeleton organization",6
"negative regulation of type I interferon production",6
"positive regulation of interferon-alpha production",6
"positive regulation of interferon-beta production",6
"tumor necrosis factor-mediated signaling pathway",6
"regulation of type III interferon production",6
"negative regulation of myosin-light-chain-phosphatase activity",6
"positive regulation of interferon-beta secretion",6
"CD40 receptor complex",6
"TRIF-dependent toll-like receptor signaling pathway",6
"Fc-epsilon receptor signaling pathway",6
"cytoplasmic pattern recognition receptor signaling pathway in response to virus",6
"MDA-5 signaling pathway",6
"host cell nucleus",6
"regulation of phosphorylation",6
"identical protein binding",6
"protein homodimerization activity",6
"ribonucleoprotein complex binding",6
"negative regulation of apoptotic process",6
"positive regulation of I-kappaB kinase/NF-kappaB signaling",6
"innate immune response",6
"membrane raft",6
"positive regulation of transcription, DNA-templated",6
"positive regulation of transcription by RNA polymerase II",6
"protein heterodimerization activity",6
"protein dimerization activity",6
"T cell receptor signaling pathway",6
"positive regulation of NF-kappaB transcription factor activity",6
"stress-activated MAPK cascade",6
"defense response to virus",6
"positive regulation of response to cytokine stimulus",6
"interleukin-1-mediated signaling pathway",6
"cellular response to tumor necrosis factor",6
"cellular response to exogenous dsRNA",6
"protein localization to plasma membrane",6
"scaffold protein binding",6
"positive regulation of interferon-alpha secretion",6
"regulation of establishment of endothelial barrier",6
"negative regulation of bicellular tight junction assembly",6
"positive regulation of production of miRNAs involved in gene silencing by miRNA",6
"positive regulation of tumor necrosis factor secretion",6
"transferrin receptor binding",6
"positive regulation of interleukin-6 secretion",6
