"node","type"
"11723.VIF_SIVM1",0
"APOBEC3G",1
"P-body",6
"positive regulation of defense response to virus by host",6
"RNA binding",6
"cytidine deaminase activity",6
"protein binding",6
"nucleus",6
"cytoplasm",6
"cytosol",6
"zinc ion binding",6
"cytidine deamination",6
"negative regulation of transposition",6
"viral process",6
"base conversion or substitution editing",6
"cytidine to uridine editing",6
"apolipoprotein B mRNA editing enzyme complex",6
"identical protein binding",6
"negative regulation of viral genome replication",6
"innate immune response",6
"negative regulation of single stranded viral RNA replication via double stranded DNA intermediate",6
"deoxycytidine deaminase activity",6
"negative regulation of viral process",6
"defense response to virus",6
"DNA cytosine deamination",6
"DNA demethylation",6
"ribonucleoprotein complex",6
